The underlying securities code,The underlying securities referred to,Today financing balance (yuan),Today financing the purchase amount (yuan),Today financing repayments (yuan),Today's trading margin,Today the amount of short selling,Today margin to repay the amount,date,name,Closing price,Highest Price,Lowest,Opening price,Before closing,Change Amount,Quote change,Turnover,Volume,Turnover,The total market capitalization,Market capitalization
600111,Northern Rare Earth,3445922371,126109421,101671722,358952,483600,469348,2015-02-10,Northern Rare Earth,24.63,24.65,24.33,24.4,24.36,0.27,1.1084,1.4453,21382862,524701007,59654943720,36439342504
600111,Northern Rare Earth,3448418643,202257384,203376716,391000,1909472,1877424,2015-02-11,Northern Rare Earth,24.78,25.06,24.59,24.69,24.63,0.15,0.609,1.7631,26084295,647555330,60018250320,36661262982
600111,Northern Rare Earth,3399358500,140307849,189367992,294100,1063246,1160146,2015-02-12,Northern Rare Earth,24.41,24.78,24.3,24.78,24.78,-0.37,-1.4931,1.8104,26783879,655454874,59122094040,36113859136
600111,Northern Rare Earth,3322461490,182810994,259708004,340364,1565744,1519480,2015-02-13,Northern Rare Earth,24.68,25.1,24.52,24.52,24.41,0.27,1.1061,2.2511,33304187,826386623,59776045920,36513315997
600111,Northern Rare Earth,3247773191,153012789,224697726,349425,419533,410972,2015-02-16,Northern Rare Earth,24.86,24.92,24.61,24.7,24.68,0.18,0.7293,1.8305,27082258,671506467,60212013840,36779620570
600111,Northern Rare Earth,3116582391,121421634,252612434,340400,415050,424075,2015-02-17,Northern Rare Earth,24.7,25.04,24.65,24.89,24.86,-0.16,-0.6436,2.0268,29986145,742671258,59824486800,36542905394
600111,Northern Rare Earth,3152652613,146466696,110396474,397198,469472,412674,2015-02-25,Northern Rare Earth,24.33,24.64,24.23,24.64,24.7,-0.37,-1.498,1.7147,25368023,618507340,58928330520,35995501548
600111,Northern Rare Earth,3223733765,248280460,177199308,375321,2109407,2131284,2015-02-26,Northern Rare Earth,25.09,25.1,24.33,24.33,24.33,0.76,3.1237,2.73,40389967,1001463369,60769083960,37119898637
600111,Northern Rare Earth,3345232465,470032850,348534150,355067,3333407,3353661,2015-02-27,Northern Rare Earth,25.69,26.13,24.93,25.15,25.09,0.6,2.3914,4.7594,70413630,1797139226,62222310360,38007580549
600111,Northern Rare Earth,3292887720,243265129,295609874,337900,1365842,1383009,2015-03-02,Northern Rare Earth,25.85,26.09,25.56,25.88,25.69,0.16,0.6228,3.3068,48922521,1263667400,62609837400,38244295726
600111,Northern Rare Earth,3435742567,429042883,298945680,359700,2864840,2843040,2015-03-03,Northern Rare Earth,25.97,26.27,25.3,25.74,25.85,0.12,0.4642,4.6533,68843971,1774269698,62900482680,38421832108
600111,Northern Rare Earth,3413306813,208152028,230587782,383100,437959,414559,2015-03-04,Northern Rare Earth,25.84,26.26,25.66,25.93,25.97,-0.13,-0.5006,2.5487,37706914,975771547,62585616960,38229501027
600111,Northern Rare Earth,3414067130,197978994,197218677,318400,1118550,1183250,2015-03-05,Northern Rare Earth,25.43,25.8,25.22,25.8,25.84,-0.41,-1.5867,2.5073,37094963,943997650,61592578920,37622918387
600111,Northern Rare Earth,3447114105,271297660,240166050,366400,3117135,3069035,2015-03-06,Northern Rare Earth,25.81,26.08,25.3,25.51,25.43,0.38,1.4943,3.5865,53060540,1366598648,62512955640,38185116932
600111,Northern Rare Earth,3470643322,210650152,188120046,396300,1221252,1191352,2015-03-09,Northern Rare Earth,25.72,25.8,25.05,25.51,25.81,-0.09,-0.3487,2.3412,34636985,881425516,62294971680,38051964645
600111,Northern Rare Earth,3529362850,234756292,176036764,316500,1173808,1253608,2015-03-10,Northern Rare Earth,25.66,26,25.6,25.79,25.72,-0.06,-0.2333,2.3677,35028732,903694061,62149649040,37963196454
600111,Northern Rare Earth,3576002422,204679380,158039808,257800,843883,902583,2015-03-11,Northern Rare Earth,25.28,25.78,25.2,25.5,25.66,-0.38,-1.4809,2.2681,33556417,853247284,61229272320,37400997909
600111,Northern Rare Earth,3615566403,219434439,186945987,284630,1905216,1877786,2015-03-12,Northern Rare Earth,25.64,25.78,25.25,25.39,25.28,0.36,1.4241,2.521,37297311,950157652,62101208160,37933607057
600111,Northern Rare Earth,3660634519,305480740,255416019,333700,3825541,3776471,2015-03-13,Northern Rare Earth,26.04,26.2,25.56,25.73,25.64,0.4,1.5601,3.8764,57350198,1488022883,63070025760,38525394998
600111,Northern Rare Earth,3672310465,447794314,436118368,279800,3051252,3105152,2015-03-16,Northern Rare Earth,26.4,26.48,25.82,26.09,26.04,0.36,1.3825,4.9949,73897621,1935652813,63941961600,39058004146
600111,Northern Rare Earth,3673143478,485603691,484804864,270822,3666666,3675644,2015-03-17,Northern Rare Earth,26.62,27.09,26.27,26.44,26.4,0.22,0.8333,5.8934,87190794,2324159130,64474811280,39383487514
600111,Northern Rare Earth,3715373254,421630208,379400432,309209,2417586,2379199,2015-03-18,Northern Rare Earth,26.84,26.96,26.44,26.62,26.62,0.22,0.8264,4.7118,69709394,1863538328,65007660960,39708970881
600111,Northern Rare Earth,3735462275,435137583,415048562,366850,3007091,2949450,2015-03-19,Northern Rare Earth,26.96,27.34,26.58,26.85,26.84,0.12,0.4471,5.2712,77986196,2103067820,65298306240,39886507264
600111,Northern Rare Earth,3773287255,417300425,384291500,306450,2087342,2147742,2015-03-20,Northern Rare Earth,26.73,27.25,26.65,26.97,26.96,-0.23,-0.8531,4.514,66783448,1794124199,64741236120,39546229197
600111,Northern Rare Earth,3821662283,491404702,443029674,328150,3219735,3198035,2015-03-23,Northern Rare Earth,27.11,27.48,26.88,27,26.73,0.38,1.4216,5.7774,85475493,2322431170,65661612840,40108427742
600111,Northern Rare Earth,3814083180,490615792,494927413,338250,2623541,2613441,2015-03-24,Northern Rare Earth,26.84,27.19,26.33,27.12,27.11,-0.27,-0.9959,5.8015,85831433,2296867220,65007660960,39708970881
600111,Northern Rare Earth,3821801722,336087088,328368546,356150,844400,826500,2015-03-25,Northern Rare Earth,26.32,26.8,26.2,26.8,26.84,-0.52,-1.9374,4.1639,61603176,1626859844,63748198080,38939646557
600111,Northern Rare Earth,3926470558,384813582,285729624,339650,2095454,2108354,2015-03-26,Northern Rare Earth,26.64,26.84,26.1,26.2,26.32,0.32,1.2158,4.1839,61899426,1644083079,64523252160,39413076911
600111,Northern Rare Earth,3885010981,310323990,351783567,375392,1623457,1587715,2015-03-27,Northern Rare Earth,26.79,27.04,26.65,26.7,26.64,0.15,0.5631,3.6661,54239287,1455738103,64886558760,39634997389
600111,Northern Rare Earth,4026201906,568370780,427179855,455492,3718182,3638082,2015-03-30,Northern Rare Earth,27.27,27.42,26.52,26.79,26.79,0.48,1.7917,6.5529,96948787,2617359409,66049139880,40345142919
600111,Northern Rare Earth,4133631496,569048933,458881743,397750,3169814,3227556,2015-03-31,Northern Rare Earth,27.18,27.67,26.96,27.4,27.27,-0.09,-0.33,6.7755,100241094,2739559949,65831155920,40211990632
600111,Northern Rare Earth,4352732143,773128269,560828646,417833,3935767,3915484,2015-04-01,Northern Rare Earth,28.02,28.37,26.98,27.18,27.18,0.84,3.0905,8.3325,123277275,3427209308,67865672880,41454745309
600111,Northern Rare Earth,4278795441,561263264,617803598,440912,2759261,2742182,2015-04-02,Northern Rare Earth,28.01,28.25,27.6,28.16,28.02,-0.01,-0.0357,6.1571,91091768,2539384909,67841452440,41439950611
600111,Northern Rare Earth,4436805228,654491180,496481393,434935,2069482,2075459,2015-04-03,Northern Rare Earth,28.13,28.8,27.75,28.14,28.01,0.12,0.4284,6.8308,101059352,2856794482,68132097720,41617486993
600111,Northern Rare Earth,4604030999,653366617,489358607,440815,2138103,2132223,2015-04-07,Northern Rare Earth,28.51,28.66,27.91,28.15,28.13,0.38,1.3509,6.8934,101986382,2886244652,69052474440,42179685538
600111,Northern Rare Earth,4716828577,668858876,558002257,448615,1112583,1104783,2015-04-08,Northern Rare Earth,27.88,28.67,27.49,28.65,28.51,-0.63,-2.2098,7.2369,107067644,2992038015,67526586720,41247619530
600111,Northern Rare Earth,4755127278,562902764,531501011,657286,1436924,1228653,2015-04-09,Northern Rare Earth,27.26,28.2,27.02,27.88,27.88,-0.62,-2.2238,5.7115,84500552,2319973187,66024919440,40330348220
600111,Northern Rare Earth,4885525654,944038306,813639930,392100,4072783,4337969,2015-04-10,Northern Rare Earth,28.96,29,27.22,27.3,27.26,1.7,6.2362,9.5824,141768115,4004266990,70142394240,42845446972
600111,Northern Rare Earth,4847933025,667848283,705440912,428000,1425564,1389664,2015-04-13,Northern Rare Earth,28.98,29.38,28.66,29.16,28.96,0.02,0.0691,7.4761,110606430,3203787464,70190835120,42875036369
600111,Northern Rare Earth,4912150248,634565542,596933321,445615,924290,924775,2015-04-14,Northern Rare Earth,28.7,29.3,28.23,28.99,28.98,-0.28,-0.9662,5.9878,88587594,2550220793,69512662800,42460784810
600111,Northern Rare Earth,4913045782,472133943,471238409,410310,1401648,1436953,2015-04-15,Northern Rare Earth,27.57,28.8,27.55,28.73,28.7,-1.13,-3.9373,4.9007,72503797,2032282227,66775753080,40788983875
600111,Northern Rare Earth,4790360972,358657765,481342574,421600,1251432,1240142,2015-04-16,Northern Rare Earth,27.95,28.16,27.03,27.5,27.57,0.38,1.3783,4.528,66990911,1855487962,67696129800,41351182419
600111,Northern Rare Earth,4713775509,626219942,702820207,402200,2594458,2613858,2015-04-17,Northern Rare Earth,28.79,29.33,28.15,28.15,27.95,0.84,3.0054,8.2166,121561969,3507408548,69730646760,42593937097
600111,Northern Rare Earth,4682553010,958737228,973654889,406662,3538161,3533699,2015-04-20,Northern Rare Earth,29.32,30.48,28.1,28.59,28.79,0.53,1.8409,12.6528,187194892,5551418032,71014330080,43378056119
600111,Northern Rare Earth,4795372773,764713228,682308611,389442,3413347,3412767,2015-04-21,Northern Rare Earth,29.8,29.95,28.61,29.3,29.32,0.48,1.6371,7.8013,115417200,3393414508,72176911200,44088201649
600111,Northern Rare Earth,4800543204,740818773,735648342,398200,2689134,2680376,2015-04-22,Northern Rare Earth,30.01,30.5,29.7,29.99,29.8,0.21,0.7047,7.8526,116177092,3495000235,72685540440,44398890319
600111,Northern Rare Earth,4873011931,1069297851,994756813,504308,4574968,4472260,2015-04-23,Northern Rare Earth,33.01,33.01,29.7,30.09,30.01,3.0,9.9967,13.1869,195095951,6217509888,79951672440,48837299881
600111,Northern Rare Earth,5332575512,1729144407,1269580826,395422,4544825,4653711,2015-04-24,Northern Rare Earth,34.04,35.35,33.03,33.33,33.01,1.03,3.1203,18.245,269929333,9147831012,82446377760,50361153830
600111,Northern Rare Earth,5485244792,1042956143,945942930,391600,2770289,2776011,2015-04-27,Northern Rare Earth,33.54,34.18,33.03,33.9,34.04,-0.5,-1.4689,10.0312,148407887,4975893996,81235355760,49621418903
600111,Northern Rare Earth,5428787701,860970359,923773690,369100,2361022,2362522,2015-04-28,Northern Rare Earth,31.81,34.29,31.4,33.28,33.54,-1.73,-5.158,10.1013,149445357,4915234552,77045219640,47061936056
600111,Northern Rare Earth,5473192278,963839576,1018324638,390621,4725369,4702648,2015-04-29,Northern Rare Earth,33.24,34.15,32.3,33,31.81,1.43,4.4954,10.3282,152802768,5126474586,80508742560,49177577947
600111,Northern Rare Earth,5441915643,665043987,696320622,356300,1747320,1781641,2015-04-30,Northern Rare Earth,32.31,33.2,32.09,33.2,33.24,-0.93,-2.7978,6.4842,95932436,3111025847,78256241640,47801670983
600111,Northern Rare Earth,5448064082,363804991,357656552,336900,1589522,1608922,2015-05-04,Northern Rare Earth,31.97,32.49,31.4,32.45,32.31,-0.34,-1.0523,4.1104,60812045,1940978649,77432746680,47298651232
600111,Northern Rare Earth,5519980374,543858149,472881278,330400,2068090,2074790,2015-05-05,Northern Rare Earth,31.3,33.12,31.2,32.24,31.97,-0.67,-2.0957,5.5458,82048433,2646674724,75809977200,46307406430
600111,Northern Rare Earth,5589036216,456183915,413738696,342600,2402943,2383843,2015-05-06,Northern Rare Earth,30.99,32.18,30.5,31.7,31.3,-0.31,-0.9904,4.6077,68169300,2147243468,75059143560,45848770776
600111,Northern Rare Earth,5622055533,306886844,294778352,436884,1781111,1686858,2015-05-07,Northern Rare Earth,31.27,31.65,30.75,30.94,30.99,0.28,0.9035,3.665,54222406,1690946284,75737315880,46263022335
600111,Northern Rare Earth,5546169712,317527739,393413560,375700,1527445,1588629,2015-05-08,Northern Rare Earth,31.72,31.99,30.85,31.8,31.27,0.45,1.4391,3.8497,56955264,1786276464,76827235680,46928783769
600111,Northern Rare Earth,5277630927,265712988,533365230,608900,2211459,2141909,2015-05-11,DR北方稀,21.98,22.17,21.11,21.28,21.06,0.92,4.3685,3.3563,74482535,1625858184,79854790680,48778121086
600111,Northern Rare Earth,5403589293,663142950,537184584,568155,2442723,2488768,2015-05-12,Northern Rare Earth,21.65,21.73,21.29,21.51,21.98,-0.33,-1.5014,6.0731,134773639,2896153376,78655878900,48045783509
600111,Northern Rare Earth,5525297841,799759591,678051043,624372,7042405,6986188,2015-05-13,Northern Rare Earth,22.36,23.17,21.2,21.5,21.65,0.71,3.2794,8.3204,184646656,4080088573,81235355760,49621418903
600111,Northern Rare Earth,5723643538,1316380595,1118034898,601623,7312313,7335062,2015-05-14,Northern Rare Earth,24.6,24.6,21.92,22,22.36,2.24,10.0179,12.8569,285321926,6654034698,89373423600,54592437613
600111,Northern Rare Earth,5341228724,1506804390,1897146247,632547,7180866,7148242,2015-05-15,Northern Rare Earth,24.27,26.76,24.17,26,24.6,-0.33,-1.3415,18.6407,413676113,10625180873,88174511820,53860100035
600111,Northern Rare Earth,5483751572,815155179,672632331,581766,4414059,4464840,2015-05-18,Northern Rare Earth,23.09,23.98,23,23.41,24.27,-1.18,-4.862,8.3493,185288621,4326860805,83887493940,51241438393
600111,Northern Rare Earth,5485226499,553036450,551561523,711416,5326991,5197341,2015-05-19,Northern Rare Earth,23.64,23.93,23,23.09,23.09,0.55,2.382,5.738,127338303,2989890782,85885680240,52462001023
600111,Northern Rare Earth,5543104223,600850553,542972829,901042,5099837,4910211,2015-05-20,Northern Rare Earth,23.66,24.36,23.2,23.74,23.64,0.02,0.0846,6.9075,153291131,3639012645,85958341560,52506385119
600111,Northern Rare Earth,5590324862,513293199,462122229,961246,2197732,2137028,2015-05-21,Northern Rare Earth,23.55,23.61,23.23,23.6,23.66,-0.11,-0.4649,5.4001,119840261,2804701495,85558704300,52262272593
600111,Northern Rare Earth,5672309091,830480878,746403015,864000,6119092,6152446,2015-05-22,Northern Rare Earth,24.38,24.87,23.48,23.71,23.55,0.83,3.5244,8.2214,182449518,4418183248,88574149080,54104212561
600111,Northern Rare Earth,5543274156,796427602,910872118,740150,6211957,6397914,2015-05-25,Northern Rare Earth,24.85,25.17,24,24.15,24.38,0.47,1.9278,8.178,181486353,4474581050,90281690100,55147238808
600111,Northern Rare Earth,5572895623,802301132,772114857,722500,4951129,4966079,2015-05-26,Northern Rare Earth,25.11,25.43,24.3,24.92,24.85,0.26,1.0463,8.7872,195005673,4855318746,91226287260,55724232051
600111,Northern Rare Earth,5573841268,764443058,763497414,774936,6402769,6350333,2015-05-27,Northern Rare Earth,26.12,26.5,24.7,25.05,25.11,1.01,4.0223,11.1675,247830497,6320911083,94895683920,57965628880
600111,Northern Rare Earth,5537178853,851170383,898479005,718461,3709946,3799921,2015-05-28,Northern Rare Earth,23.51,26.12,23.51,25.94,26.12,-2.61,-9.9923,10.7472,238501870,5950844793,85413381660,52173504401
600111,Northern Rare Earth,5582226571,569910151,524514255,553181,4876849,5041629,2015-05-29,Northern Rare Earth,22.81,23.9,21.5,23.35,23.51,-0.7,-2.9775,8.0692,179072750,4092463030,82870235460,50620061055
600111,Northern Rare Earth,5598650183,506091346,438361256,555781,5434814,5408364,2015-06-01,Northern Rare Earth,23.86,23.94,22.6,23.01,22.81,1.05,4.6032,6.2473,138640751,3252339435,86684954760,52950226075
600111,Northern Rare Earth,5657171530,551133279,502344506,522038,4370726,4404169,2015-06-02,Northern Rare Earth,24.11,24.3,23.46,23.89,23.86,0.25,1.0478,6.7559,149926759,3575215355,87593221260,53505027270
600111,Northern Rare Earth,5705439411,571912753,522567853,531231,6945678,6934485,2015-06-03,Northern Rare Earth,24.41,24.69,23.18,24.13,24.11,0.3,1.2443,8.2652,183422745,4410676950,88683141060,54170788704
600111,Northern Rare Earth,5714125404,578368753,551121315,489436,4898875,4963770,2015-06-04,Northern Rare Earth,23.99,24.4,22.2,24.39,24.41,-0.42,-1.7206,6.3381,140654886,3315202229,87157253340,53238722696
600111,Northern Rare Earth,5796850778,966807035,883728423,601836,6082068,5969668,2015-06-05,Northern Rare Earth,24.99,25.58,24.1,24.12,23.99,1.0,4.1684,11.7174,260032737,6488861109,90790319340,55457927477
600111,Northern Rare Earth,5873453431,808998513,714654732,711223,6155063,6045676,2015-06-08,Northern Rare Earth,25.44,25.48,24.17,25.02,24.99,0.45,1.8007,9.6654,214495034,5348752254,92425199040,56456569629
600111,Northern Rare Earth,5958850792,1036651238,932450599,799573,6592766,6501716,2015-06-09,Northern Rare Earth,25.92,26.5,25,25.45,25.44,0.48,1.8868,12.2358,271536562,7004783229,94169070720,57521787924
600111,Northern Rare Earth,6101734613,795704346,672652557,808774,3660918,3651368,2015-06-10,Northern Rare Earth,25.14,25.69,25,25.01,25.92,-0.78,-3.0093,7.69,170657207,4324409555,91335279240,55790808194
600111,Northern Rare Earth,6139064030,672631734,628190789,841213,7167038,7134599,2015-06-11,Northern Rare Earth,25.32,26,25,25.14,25.14,0.18,0.716,7.345,162999626,4151080385,91989231120,56190265055
600111,Northern Rare Earth,6069256215,858713637,928521452,724702,7033925,7150436,2015-06-12,Northern Rare Earth,25.54,25.85,24.75,25.41,25.32,0.22,0.8689,9.5371,211648179,5372151498,92788505640,56678490107
600111,Northern Rare Earth,6192553403,757603653,634306465,723002,5831161,5832861,2015-06-15,Northern Rare Earth,25.08,25.99,24.9,25.85,25.54,-0.46,-1.8011,7.4043,164316525,4169248642,91117295280,55657655908
600111,Northern Rare Earth,6172751432,532143125,551945096,636902,5221886,5307986,2015-06-16,Northern Rare Earth,23.54,24.69,23.18,24.68,25.08,-1.54,-6.1404,6.365,141251306,3401013406,85522373640,52240080545
600111,Northern Rare Earth,6172988284,429462887,436381871,506593,4853148,4983457,2015-06-17,Northern Rare Earth,23.79,23.94,22.58,23.49,23.54,0.25,1.062,5.1853,115071424,2692127702,86430640140,52794881740
600111,Northern Rare Earth,6192857639,428579847,408710492,429609,4058978,4135962,2015-06-18,Northern Rare Earth,22.38,23.88,22.17,23.7,23.79,-1.41,-5.9269,4.8706,108087567,2505035624,81308017080,49665802999
600111,Northern Rare Earth,6140451868,357911663,413462528,556612,5675549,5548546,2015-06-19,Northern Rare Earth,20.61,22.79,20.45,22.16,22.38,-1.77,-7.9088,4.955,109962125,2409157200,74877490260,45737810536
600111,Northern Rare Earth,6089553263,280750753,331649358,291214,2947273,3212671,2015-06-23,Northern Rare Earth,20.99,21,18.96,20.66,20.61,0.38,1.8438,4.6493,103178193,2104043102,76258055340,46581108353
600111,Northern Rare Earth,5894414398,336208312,501594455,450748,5007170,4847636,2015-06-24,Northern Rare Earth,21.5,21.57,20.88,21.2,20.99,0.51,2.4297,5.0993,113162909,2406330206,78110919000,47712902792
600111,Northern Rare Earth,5752974211,347488553,482543235,406130,4024808,4069426,2015-06-25,Northern Rare Earth,20.02,21.5,19.82,21.46,21.5,-1.48,-6.8837,4.8919,108560324,2266859549,72733981320,44428479716
600111,Northern Rare Earth,5627970862,367730145,492733494,427008,5027466,5006588,2015-06-26,Northern Rare Earth,18.02,19.7,18.02,19.7,20.02,-2.0,-9.99,5.6434,125237853,2352095335,65467849320,39990070154
600111,Northern Rare Earth,5414398037,402002150,606236043,231938,5665849,5860919,2015-06-29,Northern Rare Earth,16.79,18.68,16.22,18.6,18.02,-1.23,-6.8257,6.7922,150732521,2638430348,60999178140,37260448273
600111,Northern Rare Earth,5345922931,469527587,538002693,327342,6000930,5905526,2015-06-30,Northern Rare Earth,18.14,18.33,15.71,16.9,16.79,1.35,8.0405,7.1073,157726126,2705285810,65903817240,40256374727
600111,Northern Rare Earth,5308705340,366363864,403581455,427264,4456047,4356125,2015-07-01,Northern Rare Earth,17.05,18.5,16.79,17.97,18.14,-1.09,-6.0088,5.637,125095990,2231306585,61943775300,37837441516
